id,trail,section,difficulty,type,skill,question,correct,options,learningObjective,verseRef
"exodo-sem-exo-04-pascoa-02","exodo","exo-04-pascoa","semente","tap","observe","Em Êxodo 12:1–13, toque o trecho que menciona sangue?","O sangue vos será por sinal nas casas","a:O sangue vos será por sinal nas casas | b:vendo eu sangue, passarei por cima de vós. | c:passarei por cima de vós","A Páscoa une sacrifício, proteção e memorial","Êxodo 12:1–13"
"exodo-sem-exo-04-pascoa-03","exodo","exo-04-pascoa","semente","choice","observe","O que Êxodo 12:1–13 diz de forma explícita?","A Páscoa une sacrifício, proteção e memorial","a:Uma prática ritual posterior ao relato | b:Um lugar mencionado apenas em profecia | c:Um tema de carta do Novo Testamento | d:A Páscoa une sacrifício, proteção e memorial","A Páscoa une sacrifício, proteção e memorial","Êxodo 12:1–13"
"exodo-sem-exo-04-pascoa-04","exodo","exo-04-pascoa","semente","order","observe","Qual a ordem dos fatos em Êxodo 12:1–13?","a → b → c","a:O sangue vos será por | b:sinal nas casas… vendo eu | c:sangue, passarei por cima de vós.","Ordenar o fluxo de Êxodo 12:1–13.","Êxodo 12:1–13"
"exodo-sem-exo-04-pascoa-05","exodo","exo-04-pascoa","semente","complete","observe","Qual palavra o texto usa em Êxodo 12:1–13 ao falar de Cordeiro?","sangue","a:sangue | b:será | c:sinal","Completar com precisão o texto de Êxodo 12:1–13.","Êxodo 12:1–13"
"exodo-sem-exo-04-pascoa-06","exodo","exo-04-pascoa","semente","connect","observe","Qual ideia une o trecho de Êxodo 12:1–13 ao insight da missão?","Cordeiro","a:Cordeiro | b:sangue | c:será","Conectar Êxodo 12:1–13 ao restante da leitura.","Êxodo 12:1–13"
"exodo-cam-exo-04-pascoa-01","exodo","exo-04-pascoa","caminhada","true_false","understand","Em Êxodo 12:1–13, o relato comunica que a Páscoa une sacrifício, proteção e memorial.","true","true:Verdadeiro | false:Falso","A Páscoa une sacrifício, proteção e memorial","Êxodo 12:1–13"
"exodo-cam-exo-04-pascoa-02","exodo","exo-04-pascoa","caminhada","tap","understand","Em Êxodo 12:1–13, qual trecho fala da sangue?","O sangue vos será por sinal nas casas","a:O sangue vos será por sinal nas casas | b:vendo eu sangue, passarei por cima de vós. | c:passarei por cima de vós","A Páscoa une sacrifício, proteção e memorial","Êxodo 12:1–13"
"exodo-cam-exo-04-pascoa-03","exodo","exo-04-pascoa","caminhada","choice","understand","Qual relação Êxodo 12:1–13 estabelece em torno de Cordeiro?","A Páscoa une sacrifício, proteção e memorial","a:O foco é exclusivamente genealógico, sem mensagem | b:A cena cancela promessas anteriores sem motivo | c:O relato trata só de curiosidade histórica | d:A Páscoa une sacrifício, proteção e memorial","A Páscoa une sacrifício, proteção e memorial","Êxodo 12:1–13"
"exodo-cam-exo-04-pascoa-04","exodo","exo-04-pascoa","caminhada","order","understand","Como se encadeiam os eventos de Êxodo 12:1–13?","a → b → c","a:O sangue vos será por | b:sinal nas casas… vendo eu | c:sangue, passarei por cima de vós.","Ordenar o fluxo de Êxodo 12:1–13.","Êxodo 12:1–13"
"exodo-cam-exo-04-pascoa-05","exodo","exo-04-pascoa","caminhada","complete","understand","Qual palavra completa o sentido do trecho de Êxodo 12:1–13 sobre Cordeiro?","sangue","a:sangue | b:será | c:sinal","Completar com precisão o texto de Êxodo 12:1–13.","Êxodo 12:1–13"
"exodo-cam-exo-04-pascoa-06","exodo","exo-04-pascoa","caminhada","connect","understand","O que relaciona o trecho de Êxodo 12:1–13 ao insight da missão?","Cordeiro","a:Cordeiro | b:sangue | c:será","Conectar Êxodo 12:1–13 ao restante da leitura.","Êxodo 12:1–13"
"exodo-pro-exo-04-pascoa-01","exodo","exo-04-pascoa","profundezas","true_false","interpret","Êxodo 12:1–13 sustenta que a libertação tem custo.","true","true:Verdadeiro | false:Falso","A Páscoa une sacrifício, proteção e memorial","Êxodo 12:1–13"
"exodo-pro-exo-04-pascoa-02","exodo","exo-04-pascoa","profundezas","tap","interpret","Em Êxodo 12:1–13, qual trecho sustenta a ideia de sangue?","O sangue vos será por sinal nas casas","a:O sangue vos será por sinal nas casas | b:vendo eu sangue, passarei por cima de vós. | c:passarei por cima de vós","A Páscoa une sacrifício, proteção e memorial","Êxodo 12:1–13"
"exodo-pro-exo-04-pascoa-03","exodo","exo-04-pascoa","profundezas","choice","interpret","O que se depreende de Êxodo 12:1–13 para a vida com Deus?","A Páscoa une sacrifício, proteção e memorial","a:A aplicação principal contradiz o enunciado do versículo | b:O tema central é apenas memorização de nomes | c:Não há implicação teológica ou prática legítima | d:A Páscoa une sacrifício, proteção e memorial","A Páscoa une sacrifício, proteção e memorial","Êxodo 12:1–13"
"exodo-pro-exo-04-pascoa-04","exodo","exo-04-pascoa","profundezas","order","interpret","Qual sequência revela o sentido de Êxodo 12:1–13?","a → b → c","a:O sangue vos será por | b:sinal nas casas… vendo eu | c:sangue, passarei por cima de vós.","Ordenar o fluxo de Êxodo 12:1–13.","Êxodo 12:1–13"
"exodo-pro-exo-04-pascoa-05","exodo","exo-04-pascoa","profundezas","complete","interpret","Qual palavra completa Êxodo 12:1–13 (Cordeiro) com fidelidade ao tema?","sangue","a:sangue | b:será | c:sinal","Completar com precisão o texto de Êxodo 12:1–13.","Êxodo 12:1–13"
"exodo-pro-exo-04-pascoa-06","exodo","exo-04-pascoa","profundezas","connect","interpret","Qual elo de sentido une o trecho de Êxodo 12:1–13 ao insight?","Cordeiro","a:Cordeiro | b:sangue | c:será","Conectar Êxodo 12:1–13 ao restante da leitura.","Êxodo 12:1–13"
"exodo-sem-exo-05-mar-01","exodo","exo-05-mar","semente","true_false","observe","O trecho afirma: Não temais; permanecei firmes e vede o livramento do Senhor… o Senhor pelejará por vós.","true","true:Verdadeiro | false:Falso","Entre o Egito e o mar, Israel aprende: a salvação é do Senhor, não da força própria","Êxodo 14:13–31"
"exodo-sem-exo-05-mar-02","exodo","exo-05-mar","semente","tap","observe","Em Êxodo 14:13–31, toque o trecho que menciona temais?","Não temais; permanecei firmes e vede o livramento do Senhor","a:Não temais; permanecei firmes e vede o livramento do Senhor | b:o Senhor pelejará por vós. | c:permanecei firmes e vede","Entre o Egito e o mar, Israel aprende: a salvação é do Senhor, não da força própria","Êxodo 14:13–31"
"exodo-sem-exo-05-mar-03","exodo","exo-05-mar","semente","choice","observe","O que Êxodo 14:13–31 diz de forma explícita?","Entre o Egito e o mar, Israel aprende: a salvação é do Senhor, não da força própria","a:Uma prática ritual posterior ao relato | b:Um lugar mencionado apenas em profecia | c:Um tema de carta do Novo Testamento | d:Entre o Egito e o mar, Israel aprende: a salvação é do Senhor, não da força própria","Entre o Egito e o mar, Israel aprende: a salvação é do Senhor, não da força própria","Êxodo 14:13–31"
"exodo-sem-exo-05-mar-04","exodo","exo-05-mar","semente","order","observe","Qual a ordem dos fatos em Êxodo 14:13–31?","a → b → c","a:Não temais; permanecei firmes e | b:vede o livramento do Senhor | c:o Senhor pelejará por vós.","Ordenar o fluxo de Êxodo 14:13–31.","Êxodo 14:13–31"
"exodo-sem-exo-05-mar-05","exodo","exo-05-mar","semente","complete","observe","Qual palavra o texto usa em Êxodo 14:13–31 ao falar de Salvação?","temais","a:temais | b:permanecei | c:firmes","Completar com precisão o texto de Êxodo 14:13–31.","Êxodo 14:13–31"
"exodo-sem-exo-05-mar-06","exodo","exo-05-mar","semente","connect","observe","Qual ideia une o trecho de Êxodo 14:13–31 ao insight da missão?","Salvação","a:Salvação | b:temais | c:permanecei","Conectar Êxodo 14:13–31 ao restante da leitura.","Êxodo 14:13–31"
"exodo-cam-exo-05-mar-01","exodo","exo-05-mar","caminhada","true_false","understand","Em Êxodo 14:13–31, o relato comunica que entre o Egito e o mar, Israel aprende: a salvação é do Senhor, não da força própria.","true","true:Verdadeiro | false:Falso","Entre o Egito e o mar, Israel aprende: a salvação é do Senhor, não da força própria","Êxodo 14:13–31"
"exodo-cam-exo-05-mar-02","exodo","exo-05-mar","caminhada","tap","understand","Em Êxodo 14:13–31, qual trecho fala da temais?","Não temais; permanecei firmes e vede o livramento do Senhor","a:Não temais; permanecei firmes e vede o livramento do Senhor | b:o Senhor pelejará por vós. | c:permanecei firmes e vede","Entre o Egito e o mar, Israel aprende: a salvação é do Senhor, não da força própria","Êxodo 14:13–31"
"exodo-cam-exo-05-mar-03","exodo","exo-05-mar","caminhada","choice","understand","Qual relação Êxodo 14:13–31 estabelece em torno de Salvação?","Entre o Egito e o mar, Israel aprende: a salvação é do Senhor, não da força própria","a:O foco é exclusivamente genealógico, sem mensagem | b:A cena cancela promessas anteriores sem motivo | c:O relato trata só de curiosidade histórica | d:Entre o Egito e o mar, Israel aprende: a salvação é do Senhor, não da força própria","Entre o Egito e o mar, Israel aprende: a salvação é do Senhor, não da força própria","Êxodo 14:13–31"
"exodo-cam-exo-05-mar-04","exodo","exo-05-mar","caminhada","order","understand","Como se encadeiam os eventos de Êxodo 14:13–31?","a → b → c","a:Não temais; permanecei firmes e | b:vede o livramento do Senhor | c:o Senhor pelejará por vós.","Ordenar o fluxo de Êxodo 14:13–31.","Êxodo 14:13–31"
"exodo-cam-exo-05-mar-05","exodo","exo-05-mar","caminhada","complete","understand","Qual palavra completa o sentido do trecho de Êxodo 14:13–31 sobre Salvação?","temais","a:temais | b:permanecei | c:firmes","Completar com precisão o texto de Êxodo 14:13–31.","Êxodo 14:13–31"
"exodo-cam-exo-05-mar-06","exodo","exo-05-mar","caminhada","connect","understand","O que relaciona o trecho de Êxodo 14:13–31 ao insight da missão?","Salvação","a:Salvação | b:temais | c:permanecei","Conectar Êxodo 14:13–31 ao restante da leitura.","Êxodo 14:13–31"
"exodo-pro-exo-05-mar-01","exodo","exo-05-mar","profundezas","true_false","interpret","Êxodo 14:13–31 sustenta que Deus abre caminhos.","true","true:Verdadeiro | false:Falso","Entre o Egito e o mar, Israel aprende: a salvação é do Senhor, não da força própria","Êxodo 14:13–31"
"exodo-pro-exo-05-mar-02","exodo","exo-05-mar","profundezas","tap","interpret","Em Êxodo 14:13–31, qual trecho sustenta a ideia de temais?","Não temais; permanecei firmes e vede o livramento do Senhor","a:Não temais; permanecei firmes e vede o livramento do Senhor | b:o Senhor pelejará por vós. | c:permanecei firmes e vede","Entre o Egito e o mar, Israel aprende: a salvação é do Senhor, não da força própria","Êxodo 14:13–31"
"exodo-pro-exo-05-mar-03","exodo","exo-05-mar","profundezas","choice","interpret","O que se depreende de Êxodo 14:13–31 para a vida com Deus?","Entre o Egito e o mar, Israel aprende: a salvação é do Senhor, não da força própria","a:A aplicação principal contradiz o enunciado do versículo | b:O tema central é apenas memorização de nomes | c:Não há implicação teológica ou prática legítima | d:Entre o Egito e o mar, Israel aprende: a salvação é do Senhor, não da força própria","Entre o Egito e o mar, Israel aprende: a salvação é do Senhor, não da força própria","Êxodo 14:13–31"
"exodo-pro-exo-05-mar-04","exodo","exo-05-mar","profundezas","order","interpret","Qual sequência revela o sentido de Êxodo 14:13–31?","a → b → c","a:Não temais; permanecei firmes e | b:vede o livramento do Senhor | c:o Senhor pelejará por vós.","Ordenar o fluxo de Êxodo 14:13–31.","Êxodo 14:13–31"
"exodo-pro-exo-05-mar-05","exodo","exo-05-mar","profundezas","complete","interpret","Qual palavra completa Êxodo 14:13–31 (Salvação) com fidelidade ao tema?","temais","a:temais | b:permanecei | c:firmes","Completar com precisão o texto de Êxodo 14:13–31.","Êxodo 14:13–31"
"exodo-pro-exo-05-mar-06","exodo","exo-05-mar","profundezas","connect","interpret","Qual elo de sentido une o trecho de Êxodo 14:13–31 ao insight?","Salvação","a:Salvação | b:temais | c:permanecei","Conectar Êxodo 14:13–31 ao restante da leitura.","Êxodo 14:13–31"
"exodo-sem-exo-boss-01-01","exodo","exo-boss-01","semente","true_false","observe","O trecho afirma: Do clamor à canção: Deus ouve, chama, julga, protege e liberta — e o povo responde com louvor.","true","true:Verdadeiro | false:Falso","Este desafio une opressão, chamado, Páscoa e mar","Êxodo 1–15"
"exodo-sem-exo-boss-01-02","exodo","exo-boss-01","semente","tap","observe","Em Êxodo 1–15, toque o trecho que menciona ouve?","Do clamor à canção","a:Do clamor à canção | b:protege e liberta | c:e o povo responde com louvor","Este desafio une opressão, chamado, Páscoa e mar","Êxodo 1–15"
"exodo-sem-exo-boss-01-03","exodo","exo-boss-01","semente","choice","observe","O que Êxodo 1–15 diz de forma explícita?","Este desafio une opressão, chamado, Páscoa e mar","a:Uma prática ritual posterior ao relato | b:Um lugar mencionado apenas em profecia | c:Um tema de carta do Novo Testamento | d:Este desafio une opressão, chamado, Páscoa e mar","Este desafio une opressão, chamado, Páscoa e mar","Êxodo 1–15"
"exodo-sem-exo-boss-01-04","exodo","exo-boss-01","semente","order","observe","Qual a ordem dos fatos em Êxodo 1–15?","a → b → c","a:Do clamor à canção: Deus ouve, | b:chama, julga, protege e liberta — | c:e o povo responde com louvor.","Ordenar o fluxo de Êxodo 1–15.","Êxodo 1–15"
"exodo-sem-exo-boss-01-05","exodo","exo-boss-01","semente","complete","observe","Qual palavra o texto usa em Êxodo 1–15 ao falar de Libertação?","liberta","a:liberta | b:clamor | c:canção","Completar com precisão o texto de Êxodo 1–15.","Êxodo 1–15"
"exodo-sem-exo-boss-01-06","exodo","exo-boss-01","semente","connect","observe","Qual ideia une o trecho de Êxodo 1–15 ao insight da missão?","Libertação","a:Libertação | b:clamor | c:canção","Conectar Êxodo 1–15 ao restante da leitura.","Êxodo 1–15"
"exodo-sem-exo-boss-01-07","exodo","exo-boss-01","semente","tap","observe","Revisão: em Êxodo 1–15, toque o trecho que menciona ouve?","Do clamor à canção","a:Do clamor à canção | b:protege e liberta | c:e o povo responde com louvor","Este desafio une opressão, chamado, Páscoa e mar","Êxodo 1–15"
"exodo-sem-exo-boss-01-08","exodo","exo-boss-01","semente","order","observe","Revisão: qual a ordem dos fatos em Êxodo 1–15?","a → b → c","a:Do clamor à canção: Deus ouve, | b:chama, julga, protege e liberta — | c:e o povo responde com louvor.","Ordenar o fluxo de Êxodo 1–15.","Êxodo 1–15"
"exodo-cam-exo-boss-01-01","exodo","exo-boss-01","caminhada","true_false","understand","Em Êxodo 1–15, o relato comunica que este desafio une opressão, chamado, Páscoa e mar.","true","true:Verdadeiro | false:Falso","Este desafio une opressão, chamado, Páscoa e mar","Êxodo 1–15"
"exodo-cam-exo-boss-01-02","exodo","exo-boss-01","caminhada","tap","understand","Em Êxodo 1–15, qual trecho fala da ouve?","Do clamor à canção","a:Do clamor à canção | b:protege e liberta | c:e o povo responde com louvor","Este desafio une opressão, chamado, Páscoa e mar","Êxodo 1–15"
"exodo-cam-exo-boss-01-03","exodo","exo-boss-01","caminhada","choice","understand","Qual relação Êxodo 1–15 estabelece em torno de Libertação?","Este desafio une opressão, chamado, Páscoa e mar","a:O foco é exclusivamente genealógico, sem mensagem | b:A cena cancela promessas anteriores sem motivo | c:O relato trata só de curiosidade histórica | d:Este desafio une opressão, chamado, Páscoa e mar","Este desafio une opressão, chamado, Páscoa e mar","Êxodo 1–15"
"exodo-cam-exo-boss-01-04","exodo","exo-boss-01","caminhada","order","understand","Como se encadeiam os eventos de Êxodo 1–15?","a → b → c","a:Do clamor à canção: Deus ouve, | b:chama, julga, protege e liberta — | c:e o povo responde com louvor.","Ordenar o fluxo de Êxodo 1–15.","Êxodo 1–15"
"exodo-cam-exo-boss-01-05","exodo","exo-boss-01","caminhada","complete","understand","Qual palavra completa o sentido do trecho de Êxodo 1–15 sobre Libertação?","liberta","a:liberta | b:clamor | c:canção","Completar com precisão o texto de Êxodo 1–15.","Êxodo 1–15"
"exodo-cam-exo-boss-01-06","exodo","exo-boss-01","caminhada","connect","understand","O que relaciona o trecho de Êxodo 1–15 ao insight da missão?","Libertação","a:Libertação | b:clamor | c:canção","Conectar Êxodo 1–15 ao restante da leitura.","Êxodo 1–15"
"exodo-cam-exo-boss-01-07","exodo","exo-boss-01","caminhada","tap","understand","Revisão: em Êxodo 1–15, qual trecho fala da ouve?","Do clamor à canção","a:Do clamor à canção | b:protege e liberta | c:e o povo responde com louvor","Este desafio une opressão, chamado, Páscoa e mar","Êxodo 1–15"
"exodo-cam-exo-boss-01-08","exodo","exo-boss-01","caminhada","order","understand","Revisão: como se encadeiam os eventos de Êxodo 1–15?","a → b → c","a:Do clamor à canção: Deus ouve, | b:chama, julga, protege e liberta — | c:e o povo responde com louvor.","Ordenar o fluxo de Êxodo 1–15.","Êxodo 1–15"
"exodo-pro-exo-boss-01-01","exodo","exo-boss-01","profundezas","true_false","interpret","Êxodo 1–15 sustenta que Deus ouve e age.","true","true:Verdadeiro | false:Falso","Este desafio une opressão, chamado, Páscoa e mar","Êxodo 1–15"
"exodo-pro-exo-boss-01-02","exodo","exo-boss-01","profundezas","tap","interpret","Em Êxodo 1–15, qual trecho sustenta a ideia de ouve?","Do clamor à canção","a:Do clamor à canção | b:protege e liberta | c:e o povo responde com louvor","Este desafio une opressão, chamado, Páscoa e mar","Êxodo 1–15"
"exodo-pro-exo-boss-01-03","exodo","exo-boss-01","profundezas","choice","interpret","O que se depreende de Êxodo 1–15 para a vida com Deus?","Este desafio une opressão, chamado, Páscoa e mar","a:A aplicação principal contradiz o enunciado do versículo | b:O tema central é apenas memorização de nomes | c:Não há implicação teológica ou prática legítima | d:Este desafio une opressão, chamado, Páscoa e mar","Este desafio une opressão, chamado, Páscoa e mar","Êxodo 1–15"
"exodo-pro-exo-boss-01-04","exodo","exo-boss-01","profundezas","order","interpret","Qual sequência revela o sentido de Êxodo 1–15?","a → b → c","a:Do clamor à canção: Deus ouve, | b:chama, julga, protege e liberta — | c:e o povo responde com louvor.","Ordenar o fluxo de Êxodo 1–15.","Êxodo 1–15"
"exodo-pro-exo-boss-01-05","exodo","exo-boss-01","profundezas","complete","interpret","Qual palavra completa Êxodo 1–15 (Libertação) com fidelidade ao tema?","liberta","a:liberta | b:clamor | c:canção","Completar com precisão o texto de Êxodo 1–15.","Êxodo 1–15"
"exodo-pro-exo-boss-01-06","exodo","exo-boss-01","profundezas","connect","interpret","Qual elo de sentido une o trecho de Êxodo 1–15 ao insight?","Libertação","a:Libertação | b:clamor | c:canção","Conectar Êxodo 1–15 ao restante da leitura.","Êxodo 1–15"
"exodo-pro-exo-boss-01-07","exodo","exo-boss-01","profundezas","tap","interpret","Revisão: em Êxodo 1–15, qual trecho sustenta a ideia de ouve?","Do clamor à canção","a:Do clamor à canção | b:protege e liberta | c:e o povo responde com louvor","Este desafio une opressão, chamado, Páscoa e mar","Êxodo 1–15"
"exodo-pro-exo-boss-01-08","exodo","exo-boss-01","profundezas","order","interpret","Revisão: qual sequência revela o sentido de Êxodo 1–15?","a → b → c","a:Do clamor à canção: Deus ouve, | b:chama, julga, protege e liberta — | c:e o povo responde com louvor.","Ordenar o fluxo de Êxodo 1–15.","Êxodo 1–15"
"exodo-sem-exo-06-mana-01","exodo","exo-06-mana","semente","true_false","observe","O trecho afirma: Então disse o Senhor a Moisés: Eis que vos farei chover pão dos céus, e o povo sairá e colherá diariamente a porção para…","true","true:Verdadeiro | false:Falso","A fome no deserto vira sala de aula","Êxodo 16:4"
"exodo-sem-exo-06-mana-02","exodo","exo-06-mana","semente","tap","observe","Em Êxodo 16:4, toque o trecho que menciona então?","Então disse o Senhor a Moisés","a:Então disse o Senhor a Moisés | b:Eis que vos farei chover pão dos céus | c:o Senhor a Moisés","A fome no deserto vira sala de aula","Êxodo 16:4"
"exodo-sem-exo-06-mana-03","exodo","exo-06-mana","semente","choice","observe","O que Êxodo 16:4 diz de forma explícita?","A fome no deserto vira sala de aula","a:Uma prática ritual posterior ao relato | b:Um lugar mencionado apenas em profecia | c:Um tema de carta do Novo Testamento | d:A fome no deserto vira sala de aula","A fome no deserto vira sala de aula","Êxodo 16:4"
"exodo-sem-exo-06-mana-04","exodo","exo-06-mana","semente","order","observe","Qual a ordem dos fatos em Êxodo 16:4?","a → b → c","a:Então disse o Senhor a Moisés: Eis que vos farei chover pão | b:dos céus, e o povo sairá e colherá diariamente a porção para | c:cada dia, para que eu o prove se anda na minha lei ou não.","Ordenar o fluxo de Êxodo 16:4.","Êxodo 16:4"
"exodo-sem-exo-06-mana-05","exodo","exo-06-mana","semente","complete","observe","Qual palavra o texto usa em Êxodo 16:4 ao falar de Maná?","Então","a:Então | b:Moisés | c:farei","Completar com precisão o texto de Êxodo 16:4.","Êxodo 16:4"
"exodo-sem-exo-06-mana-06","exodo","exo-06-mana","semente","connect","observe","Qual ideia une o trecho de Êxodo 16:4 ao insight da missão?","Maná","a:Maná | b:Então | c:Moisés","Conectar Êxodo 16:4 ao restante da leitura.","Êxodo 16:4"
"exodo-cam-exo-06-mana-01","exodo","exo-06-mana","caminhada","true_false","understand","Em Êxodo 16:4, o relato comunica que a fome no deserto vira sala de aula.","true","true:Verdadeiro | false:Falso","A fome no deserto vira sala de aula","Êxodo 16:4"
"exodo-cam-exo-06-mana-02","exodo","exo-06-mana","caminhada","tap","understand","Em Êxodo 16:4, qual trecho fala da então?","Então disse o Senhor a Moisés","a:Então disse o Senhor a Moisés | b:Eis que vos farei chover pão dos céus | c:o Senhor a Moisés","A fome no deserto vira sala de aula","Êxodo 16:4"
"exodo-cam-exo-06-mana-03","exodo","exo-06-mana","caminhada","choice","understand","Qual relação Êxodo 16:4 estabelece em torno de Maná?","A fome no deserto vira sala de aula","a:O foco é exclusivamente genealógico, sem mensagem | b:A cena cancela promessas anteriores sem motivo | c:O relato trata só de curiosidade histórica | d:A fome no deserto vira sala de aula","A fome no deserto vira sala de aula","Êxodo 16:4"
"exodo-cam-exo-06-mana-04","exodo","exo-06-mana","caminhada","order","understand","Como se encadeiam os eventos de Êxodo 16:4?","a → b → c","a:Então disse o Senhor a Moisés: Eis que vos farei chover pão | b:dos céus, e o povo sairá e colherá diariamente a porção para | c:cada dia, para que eu o prove se anda na minha lei ou não.","Ordenar o fluxo de Êxodo 16:4.","Êxodo 16:4"
"exodo-cam-exo-06-mana-05","exodo","exo-06-mana","caminhada","complete","understand","Qual palavra completa o sentido do trecho de Êxodo 16:4 sobre Maná?","Então","a:Então | b:Moisés | c:farei","Completar com precisão o texto de Êxodo 16:4.","Êxodo 16:4"
"exodo-cam-exo-06-mana-06","exodo","exo-06-mana","caminhada","connect","understand","O que relaciona o trecho de Êxodo 16:4 ao insight da missão?","Maná","a:Maná | b:Então | c:Moisés","Conectar Êxodo 16:4 ao restante da leitura.","Êxodo 16:4"
"exodo-pro-exo-06-mana-01","exodo","exo-06-mana","profundezas","true_false","interpret","Êxodo 16:4 sustenta que Deus sustenta no caminho.","true","true:Verdadeiro | false:Falso","A fome no deserto vira sala de aula","Êxodo 16:4"
"exodo-pro-exo-06-mana-02","exodo","exo-06-mana","profundezas","tap","interpret","Em Êxodo 16:4, qual trecho sustenta a ideia de então?","Então disse o Senhor a Moisés","a:Então disse o Senhor a Moisés | b:Eis que vos farei chover pão dos céus | c:o Senhor a Moisés","A fome no deserto vira sala de aula","Êxodo 16:4"
"exodo-pro-exo-06-mana-03","exodo","exo-06-mana","profundezas","choice","interpret","O que se depreende de Êxodo 16:4 para a vida com Deus?","A fome no deserto vira sala de aula","a:A aplicação principal contradiz o enunciado do versículo | b:O tema central é apenas memorização de nomes | c:Não há implicação teológica ou prática legítima | d:A fome no deserto vira sala de aula","A fome no deserto vira sala de aula","Êxodo 16:4"
"exodo-pro-exo-06-mana-04","exodo","exo-06-mana","profundezas","order","interpret","Qual sequência revela o sentido de Êxodo 16:4?","a → b → c","a:Então disse o Senhor a Moisés: Eis que vos farei chover pão | b:dos céus, e o povo sairá e colherá diariamente a porção para | c:cada dia, para que eu o prove se anda na minha lei ou não.","Ordenar o fluxo de Êxodo 16:4.","Êxodo 16:4"
"exodo-pro-exo-06-mana-05","exodo","exo-06-mana","profundezas","complete","interpret","Qual palavra completa Êxodo 16:4 (Maná) com fidelidade ao tema?","Então","a:Então | b:Moisés | c:farei","Completar com precisão o texto de Êxodo 16:4.","Êxodo 16:4"
"exodo-pro-exo-06-mana-06","exodo","exo-06-mana","profundezas","connect","interpret","Qual elo de sentido une o trecho de Êxodo 16:4 ao insight?","Maná","a:Maná | b:Então | c:Moisés","Conectar Êxodo 16:4 ao restante da leitura.","Êxodo 16:4"
"exodo-sem-exo-07-sinai-01","exodo","exo-07-sinai","semente","true_false","observe","O trecho afirma: Agora, pois, se diligentemente ouvirdes a minha voz e guardardes a minha aliança, então sereis a minha propriedade…","true","true:Verdadeiro | false:Falso","A libertação tem destino: um povo que pertence a Deus e serve diante das nações","Êxodo 19:5-6"
"exodo-sem-exo-07-sinai-02","exodo","exo-07-sinai","semente","tap","observe","Em Êxodo 19:5-6, toque o trecho que menciona aliança?","e vós me sereis reino de sacerdotes e nação santa.","a:e vós me sereis reino de sacerdotes e nação santa. | b:Agora, pois, se diligentemente | c:pois, se diligentemente ouvirdes","A libertação tem destino: um povo que pertence a Deus e serve diante das nações","Êxodo 19:5-6"
"exodo-sem-exo-07-sinai-03","exodo","exo-07-sinai","semente","choice","observe","O que Êxodo 19:5-6 diz de forma explícita?","A libertação tem destino: um povo que pertence a Deus e serve diante das nações","a:Uma prática ritual posterior ao relato | b:Um lugar mencionado apenas em profecia | c:Um tema de carta do Novo Testamento | d:A libertação tem destino: um povo que pertence a Deus e serve diante das nações","A libertação tem destino: um povo que pertence a Deus e serve diante das nações","Êxodo 19:5-6"
"exodo-sem-exo-07-sinai-04","exodo","exo-07-sinai","semente","order","observe","Qual a ordem dos fatos em Êxodo 19:5-6?","a → b → c","a:Agora, pois, se diligentemente ouvirdes a minha voz e guardardes a | b:minha aliança, então sereis a minha propriedade peculiar dentre todos os | c:povos… e vós me sereis reino de sacerdotes e nação santa.","Ordenar o fluxo de Êxodo 19:5-6.","Êxodo 19:5-6"
"exodo-sem-exo-07-sinai-05","exodo","exo-07-sinai","semente","complete","observe","Qual palavra o texto usa em Êxodo 19:5-6 ao falar de Aliança?","aliança","a:aliança | b:Agora | c:pois","Completar com precisão o texto de Êxodo 19:5-6.","Êxodo 19:5-6"
"exodo-sem-exo-07-sinai-06","exodo","exo-07-sinai","semente","connect","observe","Qual ideia une o trecho de Êxodo 19:5-6 ao insight da missão?","Aliança","a:Aliança | b:Agora | c:pois","Conectar Êxodo 19:5-6 ao restante da leitura.","Êxodo 19:5-6"
"exodo-cam-exo-07-sinai-01","exodo","exo-07-sinai","caminhada","true_false","understand","Em Êxodo 19:5-6, o relato comunica que a libertação tem destino: um povo que pertence a Deus e serve diante das nações.","true","true:Verdadeiro | false:Falso","A libertação tem destino: um povo que pertence a Deus e serve diante das nações","Êxodo 19:5-6"
"exodo-cam-exo-07-sinai-02","exodo","exo-07-sinai","caminhada","tap","understand","Em Êxodo 19:5-6, qual trecho fala da aliança?","e vós me sereis reino de sacerdotes e nação santa.","a:e vós me sereis reino de sacerdotes e nação santa. | b:Agora, pois, se diligentemente | c:pois, se diligentemente ouvirdes","A libertação tem destino: um povo que pertence a Deus e serve diante das nações","Êxodo 19:5-6"
"exodo-cam-exo-07-sinai-03","exodo","exo-07-sinai","caminhada","choice","understand","Qual relação Êxodo 19:5-6 estabelece em torno de Aliança?","A libertação tem destino: um povo que pertence a Deus e serve diante das nações","a:O foco é exclusivamente genealógico, sem mensagem | b:A cena cancela promessas anteriores sem motivo | c:O relato trata só de curiosidade histórica | d:A libertação tem destino: um povo que pertence a Deus e serve diante das nações","A libertação tem destino: um povo que pertence a Deus e serve diante das nações","Êxodo 19:5-6"
